Ticker,Earnings Date,Buy Date,Sell Date,Buy Price,Sell Price,Return (%)
PANW,2024-05-20,2024-05-15,2024-05-21,"Ticker
PANW    156.160004
Name: 2024-05-15 00:00:00, dtype: float64","Ticker
PANW    155.830002
Name: 2024-05-21 00:00:00, dtype: float64","Ticker
PANW   -0.211323
dtype: float64"
PANW,2024-02-20,2024-02-15,2024-02-21,"Ticker
PANW    183.440002
Name: 2024-02-15 00:00:00, dtype: float64","Ticker
PANW    130.985001
Name: 2024-02-21 00:00:00, dtype: float64","Ticker
PANW   -28.595182
dtype: float64"
PANW,2023-11-15,2023-11-10,2023-11-16,"Ticker
PANW    126.754997
Name: 2023-11-10 00:00:00, dtype: float64","Ticker
PANW    121.150002
Name: 2023-11-16 00:00:00, dtype: float64","Ticker
PANW   -4.421913
dtype: float64"
PANW,2023-08-18,2023-08-13,2023-08-19,"Ticker
PANW    108.980003
Name: 2023-08-11 00:00:00, dtype: float64","Ticker
PANW    104.845001
Name: 2023-08-18 00:00:00, dtype: float64","Ticker
PANW   -3.794276
dtype: float64"
PANW,2023-05-23,2023-05-18,2023-05-24,"Ticker
PANW    94.860001
Name: 2023-05-18 00:00:00, dtype: float64","Ticker
PANW    102.154999
Name: 2023-05-24 00:00:00, dtype: float64","Ticker
PANW    7.690278
dtype: float64"
PANW,2023-02-21,2023-02-16,2023-02-22,"Ticker
PANW    86.010002
Name: 2023-02-16 00:00:00, dtype: float64","Ticker
PANW    93.875
Name: 2023-02-22 00:00:00, dtype: float64","Ticker
PANW    9.144283
dtype: float64"
PANW,2022-11-17,2022-11-12,2022-11-18,"Ticker
PANW    82.660004
Name: 2022-11-11 00:00:00, dtype: float64","Ticker
PANW    83.739998
Name: 2022-11-18 00:00:00, dtype: float64","Ticker
PANW    1.30655
dtype: float64"
PANW,2022-08-22,2022-08-17,2022-08-23,"Ticker
PANW    85.751663
Name: 2022-08-17 00:00:00, dtype: float64","Ticker
PANW    94.918335
Name: 2022-08-23 00:00:00, dtype: float64","Ticker
PANW    10.689789
dtype: float64"
PANW,2022-05-19,2022-05-14,2022-05-20,"Ticker
PANW    81.834999
Name: 2022-05-13 00:00:00, dtype: float64","Ticker
PANW    79.779999
Name: 2022-05-20 00:00:00, dtype: float64","Ticker
PANW   -2.511151
dtype: float64"
PANW,2022-02-22,2022-02-17,2022-02-23,"Ticker
PANW    83.190002
Name: 2022-02-17 00:00:00, dtype: float64","Ticker
PANW    79.601669
Name: 2022-02-23 00:00:00, dtype: float64","Ticker
PANW   -4.313419
dtype: float64"
PANW,2021-11-18,2021-11-13,2021-11-19,"Ticker
PANW    85.863335
Name: 2021-11-12 00:00:00, dtype: float64","Ticker
PANW    88.389999
Name: 2021-11-19 00:00:00, dtype: float64","Ticker
PANW    2.942659
dtype: float64"
PANW,2021-08-23,2021-08-18,2021-08-24,"Ticker
PANW    60.393333
Name: 2021-08-18 00:00:00, dtype: float64","Ticker
PANW    73.644997
Name: 2021-08-24 00:00:00, dtype: float64","Ticker
PANW    21.942262
dtype: float64"
QCOM,2025-04-30,2025-04-25,2025-05-01,"Ticker
QCOM    148.559998
Name: 2025-04-25 00:00:00, dtype: float64","Ticker
QCOM    135.210007
Name: 2025-05-01 00:00:00, dtype: float64","Ticker
QCOM   -8.986262
dtype: float64"
QCOM,2025-02-05,2025-01-31,2025-02-06,"Ticker
QCOM    172.002548
Name: 2025-01-31 00:00:00, dtype: float64","Ticker
QCOM    168.411926
Name: 2025-02-06 00:00:00, dtype: float64","Ticker
QCOM   -2.08754
dtype: float64"
QCOM,2024-11-06,2024-11-01,2024-11-07,"Ticker
QCOM    163.528214
Name: 2024-11-01 00:00:00, dtype: float64","Ticker
QCOM    171.087692
Name: 2024-11-07 00:00:00, dtype: float64","Ticker
QCOM    4.622737
dtype: float64"
QCOM,2024-07-31,2024-07-26,2024-08-01,"Ticker
QCOM    177.236526
Name: 2024-07-26 00:00:00, dtype: float64","Ticker
QCOM    161.437332
Name: 2024-08-01 00:00:00, dtype: float64","Ticker
QCOM   -8.914186
dtype: float64"
QCOM,2024-05-01,2024-04-26,2024-05-02,"Ticker
QCOM    162.405823
Name: 2024-04-26 00:00:00, dtype: float64","Ticker
QCOM    176.562149
Name: 2024-05-02 00:00:00, dtype: float64","Ticker
QCOM    8.716637
dtype: float64"
QCOM,2024-01-31,2024-01-26,2024-02-01,"Ticker
QCOM    147.012573
Name: 2024-01-26 00:00:00, dtype: float64","Ticker
QCOM    137.638947
Name: 2024-02-01 00:00:00, dtype: float64","Ticker
QCOM   -6.376071
dtype: float64"
QCOM,2023-11-01,2023-10-27,2023-11-02,"Ticker
QCOM    103.185043
Name: 2023-10-27 00:00:00, dtype: float64","Ticker
QCOM    113.749725
Name: 2023-11-02 00:00:00, dtype: float64","Ticker
QCOM    10.238579
dtype: float64"
QCOM,2023-08-02,2023-07-28,2023-08-03,"Ticker
QCOM    124.61451
Name: 2023-07-28 00:00:00, dtype: float64","Ticker
QCOM    114.239578
Name: 2023-08-03 00:00:00, dtype: float64","Ticker
QCOM   -8.325621
dtype: float64"
QCOM,2023-05-03,2023-04-28,2023-05-04,"Ticker
QCOM    111.63575
Name: 2023-04-28 00:00:00, dtype: float64","Ticker
QCOM    101.867615
Name: 2023-05-04 00:00:00, dtype: float64","Ticker
QCOM   -8.750006
dtype: float64"
QCOM,2023-02-02,2023-01-28,2023-02-03,"Ticker
QCOM    126.727661
Name: 2023-01-27 00:00:00, dtype: float64","Ticker
QCOM    128.266632
Name: 2023-02-03 00:00:00, dtype: float64","Ticker
QCOM    1.214392
dtype: float64"
QCOM,2022-11-02,2022-10-28,2022-11-03,"Ticker
QCOM    112.529922
Name: 2022-10-28 00:00:00, dtype: float64","Ticker
QCOM    98.05896
Name: 2022-11-03 00:00:00, dtype: float64","Ticker
QCOM   -12.859657
dtype: float64"
QCOM,2022-07-27,2022-07-22,2022-07-28,"Ticker
QCOM    144.277649
Name: 2022-07-22 00:00:00, dtype: float64","Ticker
QCOM    137.472122
Name: 2022-07-28 00:00:00, dtype: float64","Ticker
QCOM   -4.716965
dtype: float64"
QCOM,2022-04-27,2022-04-22,2022-04-28,"Ticker
QCOM    124.015434
Name: 2022-04-22 00:00:00, dtype: float64","Ticker
QCOM    138.377014
Name: 2022-04-28 00:00:00, dtype: float64","Ticker
QCOM    11.580478
dtype: float64"
QCOM,2022-02-02,2022-01-28,2022-02-03,"Ticker
QCOM    155.116898
Name: 2022-01-28 00:00:00, dtype: float64","Ticker
QCOM    166.54538
Name: 2022-02-03 00:00:00, dtype: float64","Ticker
QCOM    7.367658
dtype: float64"
QCOM,2021-11-03,2021-10-29,2021-11-04,"Ticker
QCOM    123.248215
Name: 2021-10-29 00:00:00, dtype: float64","Ticker
QCOM    144.620285
Name: 2021-11-04 00:00:00, dtype: float64","Ticker
QCOM    17.340673
dtype: float64"
QCOM,2021-07-28,2021-07-23,2021-07-29,"Ticker
QCOM    133.594635
Name: 2021-07-23 00:00:00, dtype: float64","Ticker
QCOM    139.228668
Name: 2021-07-29 00:00:00, dtype: float64","Ticker
QCOM    4.21726
dtype: float64"
SBGSF,2025-02-20,2025-02-15,2025-02-21,"Ticker
SBGSF    258.630005
Name: 2025-02-14 00:00:00, dtype: float64","Ticker
SBGSF    266.209991
Name: 2025-02-21 00:00:00, dtype: float64","Ticker
SBGSF    2.930823
dtype: float64"
SCTBF,2025-05-08,2025-05-03,2025-05-09,"Ticker
SCTBF    15.35
Name: 2025-05-02 00:00:00, dtype: float64","Ticker
SCTBF    15.35
Name: 2025-05-09 00:00:00, dtype: float64","Ticker
SCTBF    0.0
dtype: float64"
SCTBF,2025-02-06,2025-02-01,2025-02-07,"Ticker
SCTBF    12.9
Name: 2025-01-31 00:00:00, dtype: float64","Ticker
SCTBF    12.9
Name: 2025-02-07 00:00:00, dtype: float64","Ticker
SCTBF    0.0
dtype: float64"
SMCI,2025-05-06,2025-05-01,2025-05-07,"Ticker
SMCI    32.73
Name: 2025-05-01 00:00:00, dtype: float64","Ticker
SMCI    32.48
Name: 2025-05-07 00:00:00, dtype: float64","Ticker
SMCI   -0.763825
dtype: float64"
SMCI,2025-04-29,2025-04-24,2025-04-30,"Ticker
SMCI    35.810001
Name: 2025-04-24 00:00:00, dtype: float64","Ticker
SMCI    31.860001
Name: 2025-04-30 00:00:00, dtype: float64","Ticker
SMCI   -11.03044
dtype: float64"
SMCI,2025-02-25,2025-02-20,2025-02-26,"Ticker
SMCI    59.27
Name: 2025-02-20 00:00:00, dtype: float64","Ticker
SMCI    51.110001
Name: 2025-02-26 00:00:00, dtype: float64","Ticker
SMCI   -13.767504
dtype: float64"
SMCI,2025-02-11,2025-02-06,2025-02-12,"Ticker
SMCI    33.84
Name: 2025-02-06 00:00:00, dtype: float64","Ticker
SMCI    39.68
Name: 2025-02-12 00:00:00, dtype: float64","Ticker
SMCI    17.257684
dtype: float64"
SMCI,2024-08-06,2024-08-01,2024-08-07,"Ticker
SMCI    67.223999
Name: 2024-08-01 00:00:00, dtype: float64","Ticker
SMCI    49.27
Name: 2024-08-07 00:00:00, dtype: float64","Ticker
SMCI   -26.707722
dtype: float64"
SMCI,2024-04-30,2024-04-25,2024-05-01,"Ticker
SMCI    78.739998
Name: 2024-04-25 00:00:00, dtype: float64","Ticker
SMCI    73.830002
Name: 2024-05-01 00:00:00, dtype: float64","Ticker
SMCI   -6.235708
dtype: float64"
SMCI,2024-01-29,2024-01-24,2024-01-30,"Ticker
SMCI    47.019001
Name: 2024-01-24 00:00:00, dtype: float64","Ticker
SMCI    51.297001
Name: 2024-01-30 00:00:00, dtype: float64","Ticker
SMCI    9.098449
dtype: float64"
SMCI,2023-11-01,2023-10-27,2023-11-02,"Ticker
SMCI    24.139999
Name: 2023-10-27 00:00:00, dtype: float64","Ticker
SMCI    24.59
Name: 2023-11-02 00:00:00, dtype: float64","Ticker
SMCI    1.864129
dtype: float64"
SMCI,2023-08-08,2023-08-03,2023-08-09,"Ticker
SMCI    32.120998
Name: 2023-08-03 00:00:00, dtype: float64","Ticker
SMCI    26.613001
Name: 2023-08-09 00:00:00, dtype: float64","Ticker
SMCI   -17.147654
dtype: float64"
SMCI,2023-05-02,2023-04-27,2023-05-03,"Ticker
SMCI    9.858
Name: 2023-04-27 00:00:00, dtype: float64","Ticker
SMCI    13.395
Name: 2023-05-03 00:00:00, dtype: float64","Ticker
SMCI    35.879496
dtype: float64"
SMCI,2023-01-31,2023-01-26,2023-02-01,"Ticker
SMCI    7.627
Name: 2023-01-26 00:00:00, dtype: float64","Ticker
SMCI    7.974
Name: 2023-02-01 00:00:00, dtype: float64","Ticker
SMCI    4.549628
dtype: float64"
SMCI,2022-11-01,2022-10-27,2022-11-02,"Ticker
SMCI    6.682
Name: 2022-10-27 00:00:00, dtype: float64","Ticker
SMCI    8.084
Name: 2022-11-02 00:00:00, dtype: float64","Ticker
SMCI    20.981734
dtype: float64"
SMCI,2022-08-09,2022-08-04,2022-08-10,"Ticker
SMCI    5.913
Name: 2022-08-04 00:00:00, dtype: float64","Ticker
SMCI    6.373
Name: 2022-08-10 00:00:00, dtype: float64","Ticker
SMCI    7.779469
dtype: float64"
SMCI,2022-05-03,2022-04-28,2022-05-04,"Ticker
SMCI    4.298
Name: 2022-04-28 00:00:00, dtype: float64","Ticker
SMCI    5.672
Name: 2022-05-04 00:00:00, dtype: float64","Ticker
SMCI    31.96836
dtype: float64"
SMCI,2022-02-01,2022-01-27,2022-02-02,"Ticker
SMCI    3.882
Name: 2022-01-27 00:00:00, dtype: float64","Ticker
SMCI    4.381
Name: 2022-02-02 00:00:00, dtype: float64","Ticker
SMCI    12.854201
dtype: float64"
SMCI,2021-11-02,2021-10-28,2021-11-03,"Ticker
SMCI    3.544
Name: 2021-10-28 00:00:00, dtype: float64","Ticker
SMCI    4.187
Name: 2021-11-03 00:00:00, dtype: float64","Ticker
SMCI    18.143338
dtype: float64"
SMNEY,2025-05-08,2025-05-03,2025-05-09,"Ticker
SMNEY    82.364998
Name: 2025-05-02 00:00:00, dtype: float64","Ticker
SMNEY    84.459999
Name: 2025-05-09 00:00:00, dtype: float64","Ticker
SMNEY    2.543558
dtype: float64"
SMNEY,2025-04-16,2025-04-11,2025-04-17,"Ticker
SMNEY    62.040001
Name: 2025-04-11 00:00:00, dtype: float64","Ticker
SMNEY    72.860001
Name: 2025-04-17 00:00:00, dtype: float64","Ticker
SMNEY    17.44036
dtype: float64"
SMNEY,2025-02-12,2025-02-07,2025-02-13,"Ticker
SMNEY    58.98
Name: 2025-02-07 00:00:00, dtype: float64","Ticker
SMNEY    64.919998
Name: 2025-02-13 00:00:00, dtype: float64","Ticker
SMNEY    10.071208
dtype: float64"
SMNEY,2025-01-28,2025-01-23,2025-01-29,"Ticker
SMNEY    61.259998
Name: 2025-01-23 00:00:00, dtype: float64","Ticker
SMNEY    56.68
Name: 2025-01-29 00:00:00, dtype: float64","Ticker
SMNEY   -7.476327
dtype: float64"
TT,2025-04-30,2025-04-25,2025-05-01,"Ticker
TT    347.970001
Name: 2025-04-25 00:00:00, dtype: float64","Ticker
TT    392.619995
Name: 2025-05-01 00:00:00, dtype: float64","Ticker
TT    12.831564
dtype: float64"
TT,2025-01-30,2025-01-25,2025-01-31,"Ticker
TT    399.757355
Name: 2025-01-24 00:00:00, dtype: float64","Ticker
TT    361.752197
Name: 2025-01-31 00:00:00, dtype: float64","Ticker
TT   -9.507056
dtype: float64"
TT,2024-10-30,2024-10-25,2024-10-31,"Ticker
TT    390.697876
Name: 2024-10-25 00:00:00, dtype: float64","Ticker
TT    368.394745
Name: 2024-10-31 00:00:00, dtype: float64","Ticker
TT   -5.708537
dtype: float64"
TT,2024-07-31,2024-07-26,2024-08-01,"Ticker
TT    327.333801
Name: 2024-07-26 00:00:00, dtype: float64","Ticker
TT    330.927704
Name: 2024-08-01 00:00:00, dtype: float64","Ticker
TT    1.097932
dtype: float64"
TT,2024-04-30,2024-04-25,2024-05-01,"Ticker
TT    296.428528
Name: 2024-04-25 00:00:00, dtype: float64","Ticker
TT    311.885162
Name: 2024-05-01 00:00:00, dtype: float64","Ticker
TT    5.214287
dtype: float64"
TT,2024-02-01,2024-01-27,2024-02-02,"Ticker
TT    248.301224
Name: 2024-01-26 00:00:00, dtype: float64","Ticker
TT    273.24881
Name: 2024-02-02 00:00:00, dtype: float64","Ticker
TT    10.047307
dtype: float64"
TT,2023-11-01,2023-10-27,2023-11-02,"Ticker
TT    181.719498
Name: 2023-10-27 00:00:00, dtype: float64","Ticker
TT    209.682373
Name: 2023-11-02 00:00:00, dtype: float64","Ticker
TT    15.387933
dtype: float64"
TT,2023-08-02,2023-07-28,2023-08-03,"Ticker
TT    194.654861
Name: 2023-07-28 00:00:00, dtype: float64","Ticker
TT    201.213287
Name: 2023-08-03 00:00:00, dtype: float64","Ticker
TT    3.369259
dtype: float64"
TT,2023-05-03,2023-04-28,2023-05-04,"Ticker
TT    181.318665
Name: 2023-04-28 00:00:00, dtype: float64","Ticker
TT    171.745804
Name: 2023-05-04 00:00:00, dtype: float64","Ticker
TT   -5.279578
dtype: float64"
TT,2023-02-02,2023-01-28,2023-02-03,"Ticker
TT    172.053055
Name: 2023-01-27 00:00:00, dtype: float64","Ticker
TT    181.062439
Name: 2023-02-03 00:00:00, dtype: float64","Ticker
TT    5.236399
dtype: float64"
TT,2022-11-02,2022-10-28,2022-11-03,"Ticker
TT    155.827988
Name: 2022-10-28 00:00:00, dtype: float64","Ticker
TT    159.546051
Name: 2022-11-03 00:00:00, dtype: float64","Ticker
TT    2.386005
dtype: float64"
TT,2022-08-03,2022-07-29,2022-08-04,"Ticker
TT    141.702225
Name: 2022-07-29 00:00:00, dtype: float64","Ticker
TT    149.298737
Name: 2022-08-04 00:00:00, dtype: float64","Ticker
TT    5.360898
dtype: float64"
TT,2022-05-04,2022-04-29,2022-05-05,"Ticker
TT    134.194885
Name: 2022-04-29 00:00:00, dtype: float64","Ticker
TT    131.125183
Name: 2022-05-05 00:00:00, dtype: float64","Ticker
TT   -2.287496
dtype: float64"
TT,2022-01-31,2022-01-26,2022-02-01,"Ticker
TT    164.80127
Name: 2022-01-26 00:00:00, dtype: float64","Ticker
TT    159.681641
Name: 2022-02-01 00:00:00, dtype: float64","Ticker
TT   -3.106547
dtype: float64"
TT,2021-11-03,2021-10-29,2021-11-04,"Ticker
TT    172.265121
Name: 2021-10-29 00:00:00, dtype: float64","Ticker
TT    172.236526
Name: 2021-11-04 00:00:00, dtype: float64","Ticker
TT   -0.016599
dtype: float64"
TT,2021-08-04,2021-07-30,2021-08-05,"Ticker
TT    193.28093
Name: 2021-07-30 00:00:00, dtype: float64","Ticker
TT    185.5159
Name: 2021-08-05 00:00:00, dtype: float64","Ticker
TT   -4.017484
dtype: float64"
TT,2021-05-05,2021-04-30,2021-05-06,"Ticker
TT    164.485733
Name: 2021-04-30 00:00:00, dtype: float64","Ticker
TT    172.140854
Name: 2021-05-06 00:00:00, dtype: float64","Ticker
TT    4.653973
dtype: float64"
TXN,2025-04-23,2025-04-18,2025-04-24,"Ticker
TXN    147.184311
Name: 2025-04-17 00:00:00, dtype: float64","Ticker
TXN    160.758499
Name: 2025-04-24 00:00:00, dtype: float64","Ticker
TXN    9.222578
dtype: float64"
TXN,2025-01-23,2025-01-18,2025-01-24,"Ticker
TXN    189.391739
Name: 2025-01-17 00:00:00, dtype: float64","Ticker
TXN    182.600327
Name: 2025-01-24 00:00:00, dtype: float64","Ticker
TXN   -3.585907
dtype: float64"
TXN,2024-10-22,2024-10-17,2024-10-23,"Ticker
TXN    193.902603
Name: 2024-10-17 00:00:00, dtype: float64","Ticker
TXN    197.266312
Name: 2024-10-23 00:00:00, dtype: float64","Ticker
TXN    1.734741
dtype: float64"
TXN,2024-07-23,2024-07-18,2024-07-24,"Ticker
TXN    200.002686
Name: 2024-07-18 00:00:00, dtype: float64","Ticker
TXN    192.628998
Name: 2024-07-24 00:00:00, dtype: float64","Ticker
TXN   -3.686794
dtype: float64"
TXN,2024-04-23,2024-04-18,2024-04-24,"Ticker
TXN    157.867584
Name: 2024-04-18 00:00:00, dtype: float64","Ticker
TXN    168.61264
Name: 2024-04-24 00:00:00, dtype: float64","Ticker
TXN    6.806373
dtype: float64"
TXN,2024-01-23,2024-01-18,2024-01-24,"Ticker
TXN    159.732224
Name: 2024-01-18 00:00:00, dtype: float64","Ticker
TXN    162.756317
Name: 2024-01-24 00:00:00, dtype: float64","Ticker
TXN    1.893227
dtype: float64"
TXN,2023-10-24,2023-10-19,2023-10-25,"Ticker
TXN    143.136932
Name: 2023-10-19 00:00:00, dtype: float64","Ticker
TXN    134.45993
Name: 2023-10-25 00:00:00, dtype: float64","Ticker
TXN   -6.062029
dtype: float64"
TXN,2023-07-25,2023-07-20,2023-07-26,"Ticker
TXN    169.428329
Name: 2023-07-20 00:00:00, dtype: float64","Ticker
TXN    165.736893
Name: 2023-07-26 00:00:00, dtype: float64","Ticker
TXN   -2.17876
dtype: float64"
TXN,2023-04-25,2023-04-20,2023-04-26,"Ticker
TXN    165.050034
Name: 2023-04-20 00:00:00, dtype: float64","Ticker
TXN    153.686615
Name: 2023-04-26 00:00:00, dtype: float64","Ticker
TXN   -6.884833
dtype: float64"
TXN,2023-01-24,2023-01-19,2023-01-25,"Ticker
TXN    158.602509
Name: 2023-01-19 00:00:00, dtype: float64","Ticker
TXN    162.416092
Name: 2023-01-25 00:00:00, dtype: float64","Ticker
TXN    2.404491
dtype: float64"
TXN,2022-10-25,2022-10-20,2022-10-26,"Ticker
TXN    141.505432
Name: 2022-10-20 00:00:00, dtype: float64","Ticker
TXN    145.325668
Name: 2022-10-26 00:00:00, dtype: float64","Ticker
TXN    2.69971
dtype: float64"
TXN,2022-07-26,2022-07-21,2022-07-27,"Ticker
TXN    152.303589
Name: 2022-07-21 00:00:00, dtype: float64","Ticker
TXN    156.876205
Name: 2022-07-27 00:00:00, dtype: float64","Ticker
TXN    3.002304
dtype: float64"
TXN,2022-04-26,2022-04-21,2022-04-27,"Ticker
TXN    160.985153
Name: 2022-04-21 00:00:00, dtype: float64","Ticker
TXN    153.86377
Name: 2022-04-27 00:00:00, dtype: float64","Ticker
TXN   -4.423628
dtype: float64"
TXN,2022-01-25,2022-01-20,2022-01-26,"Ticker
TXN    156.515182
Name: 2022-01-20 00:00:00, dtype: float64","Ticker
TXN    160.918732
Name: 2022-01-26 00:00:00, dtype: float64","Ticker
TXN    2.813497
dtype: float64"
TXN,2021-10-26,2021-10-21,2021-10-27,"Ticker
TXN    180.525162
Name: 2021-10-21 00:00:00, dtype: float64","Ticker
TXN    167.798996
Name: 2021-10-27 00:00:00, dtype: float64","Ticker
TXN   -7.049525
dtype: float64"
TXN,2021-07-21,2021-07-16,2021-07-22,"Ticker
TXN    165.994278
Name: 2021-07-16 00:00:00, dtype: float64","Ticker
TXN    164.0233
Name: 2021-07-22 00:00:00, dtype: float64","Ticker
TXN   -1.187377
dtype: float64"
VRT,2025-04-23,2025-04-18,2025-04-24,"Ticker
VRT    73.209999
Name: 2025-04-17 00:00:00, dtype: float64","Ticker
VRT    83.879997
Name: 2025-04-24 00:00:00, dtype: float64","Ticker
VRT    14.574509
dtype: float64"
VRT,2025-02-12,2025-02-07,2025-02-13,"Ticker
VRT    121.328217
Name: 2025-02-07 00:00:00, dtype: float64","Ticker
VRT    109.233383
Name: 2025-02-13 00:00:00, dtype: float64","Ticker
VRT   -9.96869
dtype: float64"
VRT,2024-10-23,2024-10-18,2024-10-24,"Ticker
VRT    112.168556
Name: 2024-10-18 00:00:00, dtype: float64","Ticker
VRT    109.950165
Name: 2024-10-24 00:00:00, dtype: float64","Ticker
VRT   -1.97773
dtype: float64"
VRT,2024-07-24,2024-07-19,2024-07-25,"Ticker
VRT    85.223602
Name: 2024-07-19 00:00:00, dtype: float64","Ticker
VRT    76.40255
Name: 2024-07-25 00:00:00, dtype: float64","Ticker
VRT   -10.350481
dtype: float64"
VRT,2024-04-24,2024-04-19,2024-04-25,"Ticker
VRT    74.913551
Name: 2024-04-19 00:00:00, dtype: float64","Ticker
VRT    90.233833
Name: 2024-04-25 00:00:00, dtype: float64","Ticker
VRT    20.450615
dtype: float64"
VRT,2024-02-21,2024-02-16,2024-02-22,"Ticker
VRT    62.867836
Name: 2024-02-16 00:00:00, dtype: float64","Ticker
VRT    62.797951
Name: 2024-02-22 00:00:00, dtype: float64","Ticker
VRT   -0.111162
dtype: float64"
VRT,2023-10-25,2023-10-20,2023-10-26,"Ticker
VRT    36.660076
Name: 2023-10-20 00:00:00, dtype: float64","Ticker
VRT    34.784164
Name: 2023-10-26 00:00:00, dtype: float64","Ticker
VRT   -5.117043
dtype: float64"
VRT,2023-08-02,2023-07-28,2023-08-03,"Ticker
VRT    25.893549
Name: 2023-07-28 00:00:00, dtype: float64","Ticker
VRT    34.424946
Name: 2023-08-03 00:00:00, dtype: float64","Ticker
VRT    32.947963
dtype: float64"
VRT,2023-04-26,2023-04-21,2023-04-27,"Ticker
VRT    12.153504
Name: 2023-04-21 00:00:00, dtype: float64","Ticker
VRT    14.458479
Name: 2023-04-27 00:00:00, dtype: float64","Ticker
VRT    18.965514
dtype: float64"
VRT,2023-02-22,2023-02-17,2023-02-23,"Ticker
VRT    16.025063
Name: 2023-02-17 00:00:00, dtype: float64","Ticker
VRT    16.424192
Name: 2023-02-23 00:00:00, dtype: float64","Ticker
VRT    2.49066
dtype: float64"
VRT,2022-10-26,2022-10-21,2022-10-27,"Ticker
VRT    13.171203
Name: 2022-10-21 00:00:00, dtype: float64","Ticker
VRT    14.74656
Name: 2022-10-27 00:00:00, dtype: float64","Ticker
VRT    11.96062
dtype: float64"
VRT,2022-08-03,2022-07-29,2022-08-04,"Ticker
VRT    11.386458
Name: 2022-07-29 00:00:00, dtype: float64","Ticker
VRT    13.131319
Name: 2022-08-04 00:00:00, dtype: float64","Ticker
VRT    15.323998
dtype: float64"
VRT,2022-04-27,2022-04-22,2022-04-28,"Ticker
VRT    11.59584
Name: 2022-04-22 00:00:00, dtype: float64","Ticker
VRT    12.722522
Name: 2022-04-28 00:00:00, dtype: float64","Ticker
VRT    9.716254
dtype: float64"
VRT,2022-02-25,2022-02-20,2022-02-26,"Ticker
VRT    20.409876
Name: 2022-02-18 00:00:00, dtype: float64","Ticker
VRT    13.161229
Name: 2022-02-25 00:00:00, dtype: float64","Ticker
VRT   -35.515389
dtype: float64"
VRT,2021-10-27,2021-10-22,2021-10-28,"Ticker
VRT    23.990068
Name: 2021-10-22 00:00:00, dtype: float64","Ticker
VRT    25.61466
Name: 2021-10-28 00:00:00, dtype: float64","Ticker
VRT    6.771935
dtype: float64"
